,text,sentiment
2377,happy birthday ! sorry the blank one my sister mess me,negative
2378,appreciation lunch work good food ! but suck here my day laugh loud,negative
2379,tgif resto here home dayuumm expensive !,neutral
2380,i seriously want a pug buy me one ?,negative
2381,just finished read chuck palahniuk`s ' pygmy and kind of hate it i really disappointed i pretty high hope this one,neutral
2382,play ball the park coach a youngster fundamental go home to steak and lobster word,negative
2383,googled mothers day phew us & uk different date ! learn something new every day,neutral
2384,must time month water eye again!EMOTION_SADspeciaal voor zo vind ik ze wi ? l leuk !,neutral
2385,butbutbutt he reply you load,neutral
2386,ride daddy`s bike yes a man`s bike very convenient ! not the dark glass i scared but i survive haha,neutral
2387,very upset mom the hospital,negative
2388,because the new kirk that`s why because the new kirk,negative
2389,i miss my nipisse pitas good thing we get a euphoria barrie because i would never survive summer my pita and smoothie !,neutral
2390,heyy us english fan want some signing too,positive
2391,i love all my friend and draw fun tonight,neutral
2392,j think so although think i ignore ! not a good day,positive
2393,that annoying what gear it ? i will take it your hand,negative
2394,my back hurt a heating pad it ... stupid ladder y you to collapse and make me fall my back bum ?,negative
2395,you`re the third person to ask me mon afternoon EMOTION_WINK i so sorry but i help tutor my friend c1 c2,negative
2396,i go bed nightt nightt xxo ily`s,neutral
2397,gon na laundry never laundry a hotel before i miss you even though you ignore me and don even check me,neutral
2398,eww just print my new i.d badge thingie work n eww my picture i take so many they all ugly,negative
2399,bye now people,negative
2400,thank the ok ... hope we can tweet more the road,neutral
2401,a michael cute thank sharing ! and please direct message me you go bed james EMOTION_WINK EMOTION_WINK you know you want to,positive
2402,just see ghost girlfriend past my bf that movie so predictable but so funny ! i love it,positive
2403,we agree ! you guy rock,positive
2404,thanks and ill cross my finger you that the rain will stop,positive
2405,awake am can not sleep,positive
2406,stock tonight,negative
2407,good morning,neutral
2408,anyone else have a problem access their account info the istore ? i ca nt buy music and ca nt look my account,positive
2409,frame damage ... car could total,negative
2410,shopping keswick,negative
2411,where the rain go ?,neutral
2412,apuya hey hey andrew ! haha well happy mother`s day your mum,neutral
2413,just realize you can arrest public disturbance oh well i will take my chance,positive
2414,want her boo the Way love fhnixon`s post hilarious !,neutral
2415,yeah right what if our politician start use upload their pic lot inside story will out,positive
2416,ugh soo much work to today while try to make the 6:10 train the game ... look like a hour sunday the office,neutral
2417,ur leave me a week i know i nt see You everyday but i like the fact that ur the same city as me,negative
2418,a fantastic day an amazing girl ! just wish sara not to go home fb,neutral
2419,so i`m guess no bgn ?,positive
2420,ow okay it`s good you well now,neutral
2421,breannarose fuuck idk if andy can youu,positive
2422,peter the bar owner work his way beer all belgian coffin drinker mort subite,negative
2423,nt look good we to go burn some lampion,neutral
2424,my mouth hurt wish i could cut my head off,negative
2425,bacoor wahaha may wifi toink new hair wiih short short,negative
2426,oh and antiboyle not work either never too much a bad thing eh uk eh,neutral
2427,blogge my new passion,negative
2428,i sorry you not have a good day cheer though your day not define you ...,positive
2429,no but i just check and get it laugh loud you ok ! i go live a few minute and everything fine,neutral
2430,the trailer remove i a look and see if i can find it somewhere,positive
2431,i a dream that You not like me,neutral
2432,yes i you want to meet ?,negative
2433,make sure you practice your hooping today !,neutral
2434,ugh still sick this calgary cold last forever,positive
2435,oh coo i suppose to an intern too ! but dangit sit so how the intern life ? haha,negative
2436,tehe it the 9th,neutral
2437,see my friend and do coursework i the weekend work so i happy !,neutral
2438,ha ! i know i`m very ashamed,positive
2439,i all out life preserver sorry but if it any consolation you something really special tomorrow,negative
2440,california wait every little thing`s get ta just right ? putz adoro essa banda,neutral
2441,mm my hair smell guud the wonder pantien d,neutral
2442,shopping tomorrow ? i think yes,positive
2443,yeah sabrina though i keep think it something else cary grant not too shabby either bring baby,neutral
2444,tfarp take a moment to translate then nod you`re quite welcome also dear it probably good if you stay here again-,negative
2445,thank the followfriday,positive
2446,aww i tell you when i would change it i suggest you try to touch w/ dre`s people laugh loud,positive
2447,this go the one n only smirker cheers dave ! aka jak aka the good chest ever ?,positive
2448,laugh loud me too !,positive
2449,thanks i will try,positive
2450,colleen really sincerely hope that get well soon,positive
2451,beer pong and dubstep good nite,positive
2452,i uncontrolable hic up right now that hurt,positive
2453,can you stop work so i can someone to play !,negative
2454,no i not go this wknd sorry it take me forever to respond i just realize twitter nt txte me ur update !,neutral
2455,why you think so ?,negative
2456,where go ?,neutral
2457,henrie can you a shoutout holland please ? you get a lot fan here !,neutral
2458,watch my baby snl ! baby you look greaat EMOTION_WINK,positive
2459,mcfly parody chris moyles,positive
2460,he always brighten the week ?,neutral
2461,happy imma get to see some lovely lady,positive
2462,watch look a star mom again lub ah c hehe,positive
2463,oh yah her and angel come and harrasse me and try to break my house ! laugh loud burgen,neutral
2464,thnx the follow,negative
2465,just finish emergency neil strauss another great read neil congrat miss you the way !,positive
2466,not feelin right hope the feeling pass stupid stomach,neutral
2467,i can not seem to find it can you send it me again please oh and tag it too laugh loud,negative
2468,bad time everyone whywhywhy we to write essay no fair !,negative
2469,i think the end remember the poetry and feeling something far more important than the name,negative
2470,i wish i could still drink it but i bad night white wine london and then i sick almost a week,positive
2471,josh thomas you come sydney ? ! cool where can i meet you i d love to meet you you my favourite comedian,negative
2472,happy mother ` day all your mom !,positive
2473,song glad you a wondrous beltaine ! mine quiet yet sync the season miss you all ...,positive
2474,adem adem uit,neutral
2475,i not a vcr ...,neutral
2476,stephen king fo sho,neutral
2477,finally friday but still ground till next thursday stereo life EMOTION_LOVE,neutral
2478,no tourney til next weekend,positive
2479,mcfly evolution the 4th time round,neutral
2480,hang the weekend,neutral
2481,just join twitter reeally nt understand how to use this laugh loud,neutral
2482,omg patron favs i so jealous icant but i can so make it so serious i alabama visitin fam,neutral
2483,decide i just can not stand s alltop spam any longer,negative
2484,you very welcome you deserve followfriday every day !,negative
2485,oh man sell to step away my desk min ! you right,positive
2486,happy mother`s day all mom`s here and your mom too,neutral
2487,wow the weather amazing today !,positive
2488,how fun ! i like the beach but i tend to really dark fast,positive
2489,bahah that would really funny she would really cut,positive
2490,really mad myself forget the may deadline the mile award trip south america,positive
2491,i lurvee you,negative
2492,so proud cg take yr the making to that number spot gnight twitt bug ... time to read myself to sleep,positive
2493,hey you ! you my present this morning ? hope You like it,neutral
2494,saimee july underage festival august i find some other but they too far away,neutral
2495,i want this but ...,neutral
2496,reject,neutral
2497,finally the school day end friday friday friday w00 t ! but it rain outside,negative
2498,no joke my puppy maddie look exactly like maui ! she so cute,neutral
2499,the kid awesome today ! they love the face painting,positive
2500,almost time to say good bye my twimulation i will miss my tweep,positive
2501,hey arthur ! i forgot to say thank the flag ... it proudly display my bedroom door you a witty one,negative
2502,download eecontrol my ee pc today play the setting to make the fan kick if if,positive
2503,congrats mollie ! just wish i could get some ticket,neutral
2504,right here ! army wife germany i can not stand that i can not there this summer,neutral
2505,oh no i want to go sea but today the sun not here ! sigh,negative
2506,it a good mix developer content developer provider and venture folk,negative
2507,it do ?,positive
2508,my deep fry drumstick not as good as i think they would,neutral
2509,awesome run report ! you see the bald eagle the lighthouse ? that their hangout when i last run discovery park,negative
2510,laugh loud thank babe !,positive
2511,this weather awful ! i just want to curl and read a book all day,positive
2512,lipz i not know i not hear lorraine recently,negative
2513,go to sleep good night everyone !,neutral
2514,and jay hi ! your job,positive
2515,what you laugh over there get strawberry ?,negative
2516,i cook meatball lunch yaayy ...,neutral
2517,no tango icon this revision,positive
2518,anyone know where i can watch the prison break tv movie ? it`s not itunes,neutral
2519,she la want sun today ... but apparently la not cooperate,neutral
2520,sittin d bed about fall asleep,negative
2521,watch jay leno tonite ! it`s his last day as the tonight show host,neutral
2522,respond more question thou shall blog ! i appreciate this community,neutral
2523,i knoww yur mother a and she not want to take me the movie,positive
2524,learn a lesson the hard way lose my usb stick and backup a month old,negative
2525,michael scholfield no more he dead i sorry,negative
2526,i want to go here,negative
2527,i will ok when i the drs again today and get my essay do how you ?,neutral
2528,go to forgo pub night the wife tonight tough week both us and neither really it plus our neighbor die,neutral
2529,i love youu nick santino ! dayss,negative
2530,ca nt believe venus lose a real shame smh i think i get sick such a week nt look like the wknd gona well !,positive
2531,sittin home watchin monster law waitin pizza yum yum,negative
2532,i hope i get the job so i can some steady income and start eat well again all the cheap food horrible you,positive
2533,i wish i could bed once a while i never make it a.m. sleepdeprive do too much,neutral
2534,seriously increasingly good night stoke life ! could not happy goodnight,neutral
2535,spend the night finally relax nogard wow finish some work need to take a small break art i really miss this,positive
2536,i hear ya dude i can not either,negative
2537,sorry the weather hopefully you not the hour wx delay here bwi,neutral
2538,supernatural good as love it,negative
2539,sorry that a bit negative !,positive
2540,yes i ! because he go the marines to protect & serve and leave me,negative
2541,school trip to phuket thailand i while live singapore,neutral
2542,so what cereal you usually like ?,neutral
2543,haha cute ps thank the reply make my day haha,neutral
2544,i sleep am yesterday,positive
2545,now an unpleasant talk w n law look,neutral
2546,eh ... but i will pick cotton soon need to suppliment my income,negative
2547,i sure all you people hangover will glad to know i hangover free hope you not too fragile this morning !,neutral
2548,how tough that just want to hug her like my own,neutral
2549,oh ... my foot`s hurting now about minute i take it though,negative
2550,laugh My ! you bake non - stop ? sound like yummy fun,negative
2551,you every right to feel like a crazy fanboy ! jason mraz and james morrison ? the jealousy tangible,positive
2552,you guy an awesome couple,neutral
2553,you may pc but i love you anyway ! maybe someday you too will become mac,positive
2554,well i a little bit sick but i fine,positive
2555,go the that you want to go most ? my bro to switch when he his 1st time it www.direct.gov.uk studentfinance,neutral
2556,workin ur crazy sche to tire its get ta hard famous but jus kno You bazillionz fan supprtin You,neutral
2557,hum bill bailey,neutral
2558,i not know what to ... time go by so fast,neutral
2559,this true ... clean clothe a very good thing ! enjoy your day love your new avatar the Way,negative
2560,see ? suck you right in the only problem will church sunday race conflict but that why god give us dvr niffer,positive
2561,go rye house speedway,negative
2562,thank so much the discount code look forward try your pad,neutral
2563,feel like again watch twilight & enjoy it,positive
2564,i feel actual heartbreak gate last night,positive
2565,omg it july`s last day !,negative
2566,wedding,neutral
2567,reece naw miss it and the video cool look sexy,neutral
2568,momentum work ! but jeff will a hard time 42nd,positive
2569,look like hide money an offshore bank account behalf,negative
2570,an extra justin rutledge ticket the mod club tonight,neutral
2571,happy birthday ! i hope you do well and a great birthday day,neutral
2572,my name chad but i will not here tomorrow,positive
2573,aww but type the grave ... impressive,neutral
2574,i school absolutely i sick i want to go home we write geography the good it will,positive
2575,catch me lunch today ... you correct he stalk me,negative
2576,what i to resort wear today cause i not finish my laundry laugh loud,positive
2577,i could another one now myself back work monday off week not good,positive
2578,i just find minute ago mama say his speech still slur but he seem to do ok,negative
2579,sorry to hear that man he the ca nt reach him now my heart go you and your family,neutral
2580,such.a.tease,negative
2581,today sucks kisskass19 i ? you and katey break ! yah kate break me iti s awful nd vodkas ...,neutral
2582,update maven dependency i know this a good thing but would well if it happen when i asleep,negative
2583,arg try pic but she move so i fail to save it ... then they never show her foot again but they purty !,positive
2584,yeah my dad call me taltal but it take aol back so i add a k my last name coincidence tal talk,neutral
2585,i not wanna go back work sleepy time,neutral
2586,nkotb world the good place to,negative
2587,pinkberry,positive
2588,i so jealous !,neutral
2589,almost make it read comedy outlet headline all weekend only take me extra hour traffic basically double my time,negative
2590,tis cool i still stand my former proclamation ! i just stubborn that way rebellioustwitwhoknowsacoolcatcook Laughing Loud,negative
2591,congratuation sweetie,neutral
2592,ohh yeahh the showcase he say his artist will outta town so keep me post as the next one,positive
2593,huh ... ?,neutral
2594,hey thank the follow wow this excite a new tweet,neutral
2595,new picture not work,positive
2596,i hungry and single head the golf range soon,negative
2597,cool sound ! luv drama love game not work ur myspace ... wish good luck xoxo spain,negative
2598,bone`s go to sleep ... think we gon na join him,positive
2599,you kid me ? ! that look incredible lay and swim a lot me stick the cold nyc,neutral
2600,can not upload a picture i already hate twitter,positive
2601,i know ! i so slow its horrible don`t tell me,negative
2602,congrat hey,negative
2603,laugh loud You better hurry cause your run late and what s breakfast,positive
2604,go bill,neutral
2605,no omelette today dim sum tomorrow ! feast,neutral
2606,think get new dvds csi can not wait to my laptop,neutral
2607,go to help lancey cook,neutral
2608,hear the grapevine that we may see you today look forward meet you,positive
2609,diggin your moustachio ! look good daddio,positive
2610,i good thank ! you a good drive ? careful your blackberry we not want you get scream,positive
2611,hiya how s your week ? just try to dm you but your not follow !,positive
2612,fantastic idea you the man ! but i will end all lonely when the tourist go home,neutral
2613,happy mother`s day,neutral
2614,i up get ready skill can not wait to fail my bio final yay ! ugh honor class suckk,neutral
2615,sorry take twitter my i can`t sleepness,negative
2616,i miss vlogcandy,negative
2617,class almostt,negative
2618,another day casino de montreal,neutral
2619,morning ! bank holiday monday and the sun go typical hospital knee and then train another bust day,neutral
2620,it sadden me you youtube change it`s just like every other youtube kid you use to different,neutral
2621,just find i strep,negative
2622,i wish i could spend my last weekend as a high school student burbank everyone and not fly off dc,neutral
2623,thank add me glad to you,positive
2624,right now it ugghh,positive
2625,nice weather look like its go to rain here delhi,negative
2626,paranoid i actually like it better perform live rather than the studio version,positive
2627,go the lumberjack party,neutral
2628,thank you opendns save me comcast`s crappy dns server my internet back par finally,neutral
2629,i believe that you,neutral
2630,shower doctor`s appointment,neutral
2631,hahahah i will use that say now on !,neutral
2632,homework bind the whole weekend not so fun,positive
2633,good luck whit the show tonite man ill watch,negative
2634,i should bus stalking right now i soo wish i still meet today,positive
2635,finally get my saynow account and run yayy jbs get a canadian saynow number ! anyone else use their landline phone ? call me,neutral
2636,i hate it when i pain,neutral
2637,i miss you go the killer or it soon ? you excited i remember i need to ask you,negative
2638,just wake ... once i manage to sleep ! go lunch later then back essay,neutral
2639,drive in ! ? srsly jealous i never ever there the rd but it no longer operational,neutral
2640,chill its da rihanna bob if it i would no problem ! laugh loud You school all summer,negative
2641,wonder why its so hard me to concentrate ...,neutral
2642,i feel bad everything how can i so stupid ? why i so harsh its my fault i know it i sorry savvy love you,negative
2643,good morning i eat pizza breakfast,negative
2644,and the city i love tucson the 18th most miserable,positive
2645,can not keep eye open shut eye,neutral
2646,... and all woman who transfer their first impression sexual maternal a less threaten man themselves as weak as him,neutral
2647,sorry you have a bad week i feel like if i could good sleep i would so much well too fog,negative
2648,goodnight twitterville ! really enjoy pearl harbor now to sleep and cuddle my hot man i will good dream tonight xoxo,negative
2649,can not believe the weekend over already ! where the time go ? a nice day the fam today mum a good day too,neutral
2650,brand iron drea ! white boubous and can haha crunk the next couple hour haha fun times,positive
2651,hang bryant&&hailee possibly lafayette tonight nd i not know why i keep update this because i follower,positive
2652,happy mothers day mom i love yew ...,neutral
2653,i EMOTION_LOVE     my new picture ! its so pretty the reflect sunlight the leave,positive
2654,wow pm roll really fast i accomplish only thing my to list today ...,positive
2655,yeah give me something useless crib abt,negative
2656,bad day ever and its only noon,negative
2657,video a challenge when shoot not so scenic conference room no mic but thank you love your grant park house & dogs !,negative
2658,blue oyster cult i love the night that`s when all my friend around ?,positive
2659,haha you not invite me,positive
2660,phatass hopefully you up as meeting,negative
2661,hope ur all have a nice friday ! feel this past week since my dog`s passing ...,positive
2662,baby i maryland i not gon na make it but i will see ur sexy next sit camden vip come early n hang !,neutral
2663,wear a pair trouser that loose last year tight this year,positive
2664,i will not make You cry,negative
2665,get the sniffle i so not want to sick i not need this,positive
2666,will maybe my cell phone soon ! yeah,positive
2667,no way ! i not know he singe rof that s a doubt my fave he do idol thus far eep fangirl moment,positive
2668,a contact both parent grr,positive
2669,i soo jealous right now !,negative
2670,hollowbabeshere come the utter shite bgt i completely agree,negative
2671,miss my bffls ! miss my friday night date hot dog dinner then who know what the evening hold,negative
2672,a good girl nevah tell hahahahaha ! hope you a good weekend,negative
2673,the bee to busy to talk his buddy yahoo ?,positive
2674,or a punch the shape the card a card a card a card and then ask people what it free card,neutral
2675,wake and it bank holiday monday so no college get a text tom jason`s mobile earlier today so i hope they turn,neutral
2676,cont ... and then it go to waste no one like stale sweet that remind me this cute song call stale cupcake Laughing loud,positive
2677,mcfly how cool will that she so nice ! bless her= so what ya upto ? love you l xoxox,neutral
2678,keep the suggestion come ... i love the classic !,positive
2679,ca nt sleep again ! i could nt sleep last night eather wabble wabble,positive
2680,tonight my bed the enterprise and i mrs kirk,negative
2681,go to take my last final ... wish me luck,neutral
2682,i just realize that i go home week today,positive
2683,my girlfriend still like sesame st and so i,neutral
2684,time always seem to fly when i wade its weird but i like it ... a lot !,positive
2685,just plant flover the school garden my yr old ... very mucky but great fun,neutral
2686,aww can you tell her to follow me ?,positive
2687,the creepy lolipop guy play head esploder ?,neutral
2688,i wish i could choose what band play trash june 20th ... hmm !,neutral
2689,sound great i look forward it then,positive
2690,i think that boat sail my friend ... the few cco`s that them them month ago i wish you luck though,positive
2691,aww bless her she need another chance,positive
2692,nto milk deffo !,positive
2693,we the state cheese yum ! green moo cow pasture everywhere and super friendly lutheran`s too,neutral
2694,bye bye now you lovely tweeter and especially my follower,positive
2695,head home sacramento will continue write the window server r2 unleashed book the weekend sigh windows,positive
2696,i win because i awesome,neutral
2697,class back about hour !,positive
2698,yucky ! time to bring the vaccuum and go war our house always a spider haven some reason not cool,neutral
2699,problem seem to fix now ! thank you,negative
2700,hmm ... the new sport catalog and card jitsu update not appear me,positive
2701,not get her post post the topic,neutral
2702,oh and thank all you who put me ur follow friday ! all my new follower i usually it but today ... i`m just too tired,neutral
2703,gon na go my brother show but still feel like poo EMOTION_LOVE,negative
2704,comment my new myspace picture plz ?,negative
2705,i not feel very inspire today ... i suppose to the b`ham concert tonight !,neutral
2706,hey i will sa then maybe if we cross highway we can grab lunch ?,negative
2707,battery go to die !,neutral
2708,happy mothers day all the mommy`s out there !,neutral
2709,my 42nd write i get less idea every day and every day,positive
2710,back home and phone my grandma ... i love her and miss her,negative
2711,haha i love both them too hmm laugh Loud i need some good band too,neutral
2712,all ready costume making ! but ... there no one here,positive
2713,happy birthday mommy,neutral
2714,you too kind ! i swear i always feed someone,positive
2715,good tip but then my boss would read exactly what i suppose to and would know where i the project,positive
2716,star trek really good i love it too,positive
2717,my way to work ! working suck big time,positive
2718,finally gon na sum sleep that concert crazy ! god bless those minister,negative
2719,rf .94 target out dndn @$21.85 near day low,positive
2720,sf feel way too intense me tonight hope that not keep upset myself not hang and pearl,neutral
2721,oh ! so this could well your last post,negative
2722,we too fly boo,neutral
2723,most the time,neutral
2724,school i wish it would just end already !,neutral
2725,former pawnshop jimi hendrix get his 1st guitar seattle now a check cash joint,positive
2726,that sad what kind mess you get this weekend ?,neutral
2727,why matter the heart so complicate ?,negative
2728,haha i bored ! i think i will go watch a movie back later,negative
2729,i very bummed that there no babydoll or spaghetti strap tank wolf moon t shirt love the meme hate wear a fabric box,negative
2730,oh ! yeah your mom tell that i think you mean his twitter i d & i very confused that suck sick,neutral
2731,and i not happy go lucky its just today ... the world not feel ugly,negative
2732,editor read this and nod writer read this and take note,neutral
2733,shift time bbye biochem waahh !,neutral
2734,happy mothers day nt get mom a present yet ? print an amazon gift card her !,neutral
2735,thank your follow just you own thing + join what interest you,positive
2736,jen laugh Loud i know ... seem that the whole fabric our earth will now unravel laugh out Loud i guess people never see bambi,positive
2737,i go to work,neutral
2738,we decide i would probably forget i it my pocket and sit it accident,neutral
2739,i now a member the street !,neutral
2740,laugh loud we go to place call frostie its a soft play centre it knacker them laugh loud then i get peace the gym laugh loud,neutral
2741,fall the sidewalk harvard square stupid cobblestone ! now my hand hurt,neutral
2742,aw honey ... you just relaxin ? that`s probably the good,negative
2743,cool yes ciwwaf awesome,positive
2744,either my inerne or my mind but i pretty sure that it the internet,positive
2745,my dog sick i love that little doggie he`s usually so keen and happy but he not even want to go a run the forest today,negative
2746,mitchell i never the opera before ... don`t think that me,neutral
2747,i suppose to come ... life get the way laugh Loud give my friend a wild time !,neutral
2748,ready the weekend and sad that i to the office again tomorrow morning,neutral
2749,i work and miss everythin yesterday but not know wot ? anybody,negative
2750,sad that greg pritchard nt make it the final britain get talent coz he soo deserve it,negative
2751,lets chat,negative
2752,control which tweet You post facebook use a hashtag check this awesome easy app !,neutral
2753,baby not herself recieve vaccine,positive
2754,head home could really do bang my head the way the bus,neutral
2755,distel maybe You natural ability language i envy You that !,negative
2756,the cat go all them,negative
2757,you such a good friend EMOTION_LOVE     i miss you so much,negative
2758,my boy leave the summer go to stay the grandparent i gon na miss him !,neutral
2759,it look as though i sick little friend,negative
2760,bored,negative
2761,only just am and already spoil rotton,neutral
2762,wheniwerealad can you explain how that work ? laugh Loud and no rude explanation pleezze,negative
2763,insomnia its fine go bed fully awake grr anyone want to call mee ?,neutral
2764,i read the picture dorian gray oscar wilde english it`s not easy me but i try to make,negative
2765,i the bad dream ever the laker lose zip & courney cox a mohawk what the,neutral
2766,ooh battlestar galactica the other channel it the rebellion episode ! man i feel so sad what become gaeta i like him,negative
2767,sorry nt mean to hope you can think positivly and look back !,neutral
2768,i chillin w/ my homie,negative
2769,dude you always go midnight screening ! xd i wish i live a city well i tmrw but it rubbish,positive
2770,not think that go well only there min,neutral
2771,i really want a blackberry my sidekick hella wack night,negative
2772,i glad you like it want more ?,negative
2773,sorry i could not fit hal`s name,positive
2774,just watch that new t mobile advert youtube i love it hey jude !,negative
2775,how long it take you to learn the song,positive
2776,man that suck,neutral
2777,morning world hello bank holiday ! cold and grey and rainy here feel like colour thank so may that this am,negative
2778,just get back the pool need to ice the knee,positive
2779,mel ? where you you shud be here my house,neutral
2780,laugh loud ik they but i figure i keep it a year+ need virus software or to it fix sigh,neutral
2781,i soo happy ! thank you baby the good day my life,neutral
2782,laugh Loud to leave,positive
2783,aww its ok we end get later than expect and nt go ... i would of call you if we able to c You n austin,neutral
2784,well that make me feel well stay even later to watch the daily show lie the guilt again,neutral
2785,not a problem all sis respect due,neutral
2786,sure ! my entire blogroll terribly update but this could motivate me to update and redo it,positive
2787,anstee i hope ! its expo that would amazing i try so hard to make perfection so it,positive
2788,i really nervous give a speech a wedding tomorrow,positive
2789,nm . dang you now but i get ta bounce like minute i just chill the usual,negative
2790,oopps slept it really am ? good then and my shizzle gear,positive
2791,review thank !,neutral
2792,sit wonder & wish a bunch stuff that will never,positive
2793,shower time,neutral
2794,lousy landlord need to focus kid`s packing but ca nt nevermind sew sleep bag,neutral
2795,go so soon ? i hope to hear late nite humor you,negative
2796,i so full no more food tonight ... i not want no cake and ice cream this party,positive
2797,that suck mama,neutral
2798,i wish you not go a + venue vancouver,negative
2799,it absolutely incredible it`s official my favorite jona frankie he the man,neutral
2800,happy birthday my,positive
2801,i nt mind the movie myself may because i not that big a fangirl myself,positive
2802,i not go sadly maybe next year eh ?,neutral
2803,surgery effin hurt,negative
2804,can you please that ? i would love some egg + bacon + ranch + bed give birth time year !,negative
2805,so bored ... need more people rsmv ! jagex not let You say rsmv unless its the first word You say the sentence sad,positive
2806,we some kind bug our house and we nt know why or what it,negative
2807,almost lose my phone,negative
2808,... thank you mr . president !,neutral
2809,oo show your french skill ! laugh loud thing good over here lovely weather so should outside how`s You ?,positive
2810,the star trek movie amazing ! omg everyone to go see it,positive
2811,happy birthday,positive
2812,anotha day work not lookin forward i hate closin fri,positive
2813,i enter a month study exam period which awesome see you the flip side,negative
2814,it good if i check it while it up when it down i can not really see anything,positive
2815,work home office today and catch everything except twitter,positive
2816,lil cuz come round today she aww haha,neutral
2817,my stomach eff hurt sadly there`ll no gym class this afternoon,positive
2818,get ta go now i go circus the real circus not britney`s tour sadly,negative
2819,the next single hey where my dollar ?,negative
2820,goodmorne twitter bug happy monday you all ! today mark my first official day my first fulltime job time to ready,neutral
2821,i my class school ! what time you work we d ? if jade come i m a to her antioch amtrak,positive
2822,back ... feel ill and extremely busy all week happy mother`s day all you mama`s out there,negative
2823,old me`s dead and go,neutral
2824,it you and me forever ? it you and me right now flywithmeobsessive i cry,negative
2825,sound like the muffler bearing go bad,negative
2826,no credit leave my mobile sorry brit ! pounce back thankss tania the epic photoshoot,negative
2827,a day like today i would wear short and tshirt but now i dhq it office wear ...,neutral
2828,can i just go sleep and wake december when my house all organize and the baby here ? feel like poo today,neutral
2829,i think they make you turn your phone i will see what i can !,negative
2830,i wish i company,neutral
2831,aaww would You like an alcoholic beverage your choice ?,negative
2832,my power cut that s where i go,neutral
2833,look like it get cloudy again outside ! and i nothing to tonight boo friday,negative
2834,home early yeh ! work to the weekend % @ not happy so much a big1,negative
2835,it go to happen day but i so feel the girl and her mum,negative
2836,stupid idiot who run a stop sing and almost kill me and my car !,negative
2837,not my camera me totally regret it now !,negative
2838,aww i wish i could there i stick here jab my eye knit needle,negative
2839,brave the standby line @ theview bright & early today ! hope to hear your book & hope i get in 3rd time`s the charm,neutral
2840,good luck,positive
2841,i bored rc go maintenance,positive
2842,can you follow me please ?,negative
2843,youtube not work,neutral
2844,howdyy,neutral
2845,apple expect to launch a new iphone this summer hi my name judy and i addict apple product,neutral
2846,i definitely will although the caveat that i normally only read non fiction but more recent year read novel,positive
2847,go security already miss my baby,neutral
2848,i not ship out october,negative
2849,clamber crashed car hilarious fun,neutral
2850,yep ! jimmy buffett ftw ... jimmy need to tweet his word wisdom every morning,positive
2851,maate groovin the chain upload video youtube www.youtube.com/sluzzaa go watch !,neutral
2852,immigrant hide passport pant what a genius,neutral
2853,laugh loud good to know the time la it a 9h time difference ... good morning ya,positive
2854,nurse my scratch and bump festivus mud wrestling i swear there still dirt my hair but a good time have all,positive
2855,laugh loud aww laugh Loud i will i can not it now laugh Loud cauz i to work but i will make and tell you love you oxoxoteambreezy,negative
2856,she say no,positive
2857,i can not believe how fast this week go,neutral
2858,soo happy your back !,neutral
2859,listen obama ear & listen music the other,positive
2860,finally someone spread the hayley love twitter welcome the club taylor,neutral
2861,man month we get to see what those drunk tweet all,neutral
2862,You no that little prob ur twitter that happen that old pep resteraunt ! mayb this will help You fix it,neutral
2863,miss loverboy so much,positive
2864,because pop culture beautiful also you can not pull weed wrong i promise you can practice my yard if you nervous,negative
2865,wish all mom a very happy mother`s day !,positive
2866,cry my eye watch my girl last period hahah,positive
2867,great party alenka ! happy birthday chicky EMOTION_LOVE,negative
2868,this time i really need to shut it i go to sleep ! my head ache badly and i really can not take it,positive
2869,the sun shin ! i off out,negative
2870,laugh loud i see what you there,neutral
2871,heh coincidence i a barnsley fan too how you track me,positive
2872,youtube`s tube appear to clog somewhat today connection error a plenty,positive
2873,sorry guy the wavve show cancel they miss their flight,negative
2874,and young one look what i find breakfast,negative
2875,just got my heart rip i love you guy,neutral
2876,go my bff`s haha but that s like hourss soo ... call me actually darn i hw,positive
2877,unfortunately i know i would like them which why i avoid them,negative
2878,aww ca nt wait till You get sydney d i miss tickets tho,neutral
2879,thank the song ! youi ? re awesome i can sing along all day,neutral
2880,lavish i tell diamond to follow you and why You aitn share the starburst,positive
2881,jus so excited t c ur name,neutral
2882,these difficult situation force us to think marry a lovable girl,positive
2883,you and i apparently how you ?,neutral
2884,wish he can just call her blah it use to so easy to move what the happen ?,neutral
2885,good morning tweetie world a great day everyone,negative
2886,these time i go to the self awareness not to ask the principle mourner a wake how they do,positive
2887,philly not play it yet ! you to something that please,neutral
2888,yeah & when it go wrong it the bad feeling ever,positive
2889,just get where s the sun ? o,negative
2890,sorry that,neutral
2891,yeah get show can an interesting process the key follow up ... least that what i learn so far,negative
2892,luca laugh Loud ! i glad to see i not the only out there,positive
2893,sad that everyone leave me,positive
2894,hey hey hey,negative
2895,well its a good thing march nt very long and i nt like it ... cuz its delete ugh,neutral
2896,waitin them tell me what the plan,neutral
2897,taylor ! you back nashville now or la ? well how your trip ya fun love ya girly,neutral
2898,oh snap ... kinda nut right now i tell at least thank babe,positive
2899,i love cobra starship ! thank the suggestion,positive
2900,aww wat i gon na buy myself something pretty nvm,positive
2901,i say hi how you she double take & leave it i should let her look around first,neutral
2902,the no tweet guilt trip not stop you huh ? i feel so bad !,negative
